"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"06/10/2017 17:05:00 - 17:10:00","42896.4236111111","113,538,426 KByte","116263348084.9799","3,100,666 kbit/s","387583251.9418","63,539,403 KByte","65064348923.2498","1,735,223 kbit/s","216902853.3628","49,999,023 KByte","51198999161.7301","1,365,443 kbit/s","170680398.5790","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:10:00 - 17:15:00","42896.4270833333","124,537,653 KByte","127526556299.2276","3,400,935 kbit/s","425116862.1216","70,467,527 KByte","72158747563.4908","1,924,362 kbit/s","240545194.8913","54,070,126 KByte","55367808735.7368","1,476,573 kbit/s","184571667.2303","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:15:00 - 17:20:00","42896.4305555556","117,416,863 KByte","120234867892.7401","3,206,370 kbit/s","400796252.8509","66,431,573 KByte","68025930855.8921","1,814,085 kbit/s","226760661.5417","50,985,290 KByte","52208937036.8480","1,392,285 kbit/s","174035591.3092","0 %","0.0000","100 %","0000010000"
"06/10/2017 17:20:00 - 17:25:00","42896.4340277778","111,213,186 KByte","113882302348.3181","3,037,064 kbit/s","379632983.3600","63,115,832 KByte","64630611500.9338","1,723,598 kbit/s","215449734.9854","48,097,354 KByte","49251690847.3843","1,313,466 kbit/s","164183248.3745","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:25:00 - 17:30:00","42896.4375000000","107,587,788 KByte","110169895048.6989","2,938,158 kbit/s","367269710.4667","61,356,688 KByte","62829248268.1695","1,675,614 kbit/s","209451772.7378","46,231,100 KByte","47340646780.5294","1,262,544 kbit/s","157817937.7289","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:30:00 - 17:35:00","42896.4409722222","104,831,490 KByte","107347445925.1140","2,862,789 kbit/s","357848676.3288","58,520,234 KByte","59924719427.6058","1,598,099 kbit/s","199762382.2508","46,311,256 KByte","47422726497.5082","1,264,690 kbit/s","158086294.0780","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:35:00 - 17:40:00","42896.4444444444","104,048,106 KByte","106545260068.6586","2,841,491 kbit/s","355186385.5341","56,971,160 KByte","58338468213.9102","1,555,848 kbit/s","194481008.8139","47,076,945 KByte","48206791854.7484","1,285,643 kbit/s","160705376.7202","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:40:00 - 17:45:00","42896.4479166667","105,525,313 KByte","108057920363.5006","2,881,833 kbit/s","360229090.7874","58,340,530 KByte","59740702445.6301","1,593,245 kbit/s","199155590.3778","47,184,783 KByte","48317217917.8705","1,288,588 kbit/s","161073500.4096","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:45:00 - 17:50:00","42896.4513888889","106,136,814 KByte","108684097869.0002","2,898,532 kbit/s","362316557.8858","57,953,700 KByte","59344589019.4715","1,582,681 kbit/s","197835080.2396","48,183,114 KByte","49339508849.5287","1,315,852 kbit/s","164481477.6462","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:50:00 - 17:55:00","42896.4548611111","105,975,196 KByte","108518600576.9445","2,894,119 kbit/s","361764845.0743","55,942,609 KByte","57285231136.9454","1,527,759 kbit/s","190969867.4432","50,032,587 KByte","51233369439.9991","1,366,360 kbit/s","170794977.6311","0 %","0.0000","100 %","0000009999"
"06/10/2017 17:55:00 - 18:00:00","42896.4583333333","99,722,808 KByte","102116155321.8093","2,723,188 kbit/s","340398531.0237","52,543,198 KByte","53804234781.6933","1,434,827 kbit/s","179353427.7199","47,179,610 KByte","48311920540.1160","1,288,361 kbit/s","161045103.3038","0 %","0.0000","100 %","0000010000"
"06/10/2017 18:00:00 - 18:05:00","42896.4618055556","111,526,977 KByte","114203624801.5522","3,045,735 kbit/s","380716821.0206","59,738,812 KByte","61172543356.1098","1,631,431 kbit/s","203928870.7408","51,788,165 KByte","53031081445.4424","1,414,304 kbit/s","176787950.2798","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:05:00 - 18:10:00","42896.4652777778","114,819,033 KByte","117574689811.7807","3,135,534 kbit/s","391941762.1567","60,098,853 KByte","61541224981.9272","1,641,209 kbit/s","205151093.3460","54,720,180 KByte","56033464829.8535","1,494,325 kbit/s","186790668.8108","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:10:00 - 18:15:00","42896.4687500000","112,050,549 KByte","114739762115.7624","3,059,931 kbit/s","382491373.1441","60,461,521 KByte","61912597904.3846","1,651,113 kbit/s","206389085.6203","51,589,028 KByte","52827164211.3779","1,408,818 kbit/s","176102287.5238","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:15:00 - 18:20:00","42896.4722222222","110,873,463 KByte","113534426310.5248","3,027,686 kbit/s","378460703.0585","60,499,997 KByte","61951996766.5027","1,652,108 kbit/s","206513539.6730","50,373,466 KByte","51582429544.0220","1,375,577 kbit/s","171947163.3855","0 %","0.0000","100 %","0000010000"
"06/10/2017 18:20:00 - 18:25:00","42896.4756944444","110,576,226 KByte","113230055576.2864","3,019,669 kbit/s","377458682.4998","59,581,183 KByte","61011131237.9978","1,627,072 kbit/s","203383996.3931","50,995,043 KByte","52218924338.2886","1,392,597 kbit/s","174074686.1067","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:25:00 - 18:30:00","42896.4791666667","109,439,754 KByte","112066307904.9942","2,988,634 kbit/s","373579264.9676","59,473,681 KByte","60901048976.8803","1,624,136 kbit/s","203017031.0583","49,966,073 KByte","51165258928.1139","1,364,498 kbit/s","170562233.9093","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:30:00 - 18:35:00","42896.4826388889","107,457,838 KByte","110036826360.8208","2,934,511 kbit/s","366813875.4611","59,268,086 KByte","60690520016.0492","1,618,522 kbit/s","202315221.0682","48,189,752 KByte","49346306344.7716","1,315,989 kbit/s","164498654.3929","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:35:00 - 18:40:00","42896.4861111111","114,091,888 KByte","116830093541.1013","3,115,677 kbit/s","389459609.1109","62,218,650 KByte","63711897577.6868","1,699,097 kbit/s","212387151.0690","51,873,238 KByte","53118195963.4146","1,416,580 kbit/s","177072458.0419","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:40:00 - 18:45:00","42896.4895833333","114,799,975 KByte","117555174884.2984","3,135,118 kbit/s","391889771.9249","62,607,479 KByte","64110058369.4682","1,709,773 kbit/s","213721566.7216","52,192,497 KByte","53445116514.8302","1,425,346 kbit/s","178168205.2033","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:45:00 - 18:50:00","42896.4930555556","115,221,956 KByte","117987283237.2960","3,146,642 kbit/s","393330277.1520","62,701,531 KByte","64206367775.8031","1,712,341 kbit/s","214042630.1824","52,520,425 KByte","53780915461.4929","1,434,301 kbit/s","179287646.9697","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:50:00 - 18:55:00","42896.4965277778","118,758,438 KByte","121608640224.0865","3,243,113 kbit/s","405389160.0243","64,386,963 KByte","65932250621.2687","1,758,311 kbit/s","219788821.3257","54,371,474 KByte","55676389602.8178","1,484,803 kbit/s","185600338.6986","0 %","0.0000","100 %","0000009999"
"06/10/2017 18:55:00 - 19:00:00","42896.5000000000","114,220,164 KByte","116961447706.9922","3,119,076 kbit/s","389884488.5063","62,560,722 KByte","64062179693.7125","1,708,382 kbit/s","213547717.2363","51,659,441 KByte","52899268013.2797","1,410,694 kbit/s","176336771.2700","0 %","0.0000","100 %","0000010000"
"06/10/2017 19:00:00 - 19:05:00","42896.5034722222","111,471,593 KByte","114146910983.1396","3,044,222 kbit/s","380527756.0527","61,522,980 KByte","62999531462.9141","1,680,156 kbit/s","210019440.1537","49,948,613 KByte","51147379520.2255","1,364,067 kbit/s","170508315.8990","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:05:00 - 19:10:00","42896.5069444444","107,236,069 KByte","109809734407.5859","2,928,455 kbit/s","366056851.8154","59,748,330 KByte","61182289986.9508","1,631,637 kbit/s","203954563.5941","47,487,739 KByte","48627444420.6351","1,296,818 kbit/s","162102288.2213","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:10:00 - 19:15:00","42896.5104166667","114,641,160 KByte","117392547751.8086","3,130,781 kbit/s","391347627.2688","63,625,624 KByte","65152639451.2613","1,737,577 kbit/s","217197184.5560","51,015,535 KByte","52239908300.5473","1,393,204 kbit/s","174150442.7128","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:15:00 - 19:20:00","42896.5138888889","117,077,042 KByte","119886890921.9713","3,197,303 kbit/s","399662936.0335","64,076,194 KByte","65614022156.3341","1,749,882 kbit/s","218735280.7159","53,000,848 KByte","54272868765.6373","1,447,421 kbit/s","180927655.3177","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:20:00 - 19:25:00","42896.5173611111","116,863,065 KByte","119667778217.5099","3,191,460 kbit/s","398932487.3071","63,937,956 KByte","65472466811.6473","1,746,107 kbit/s","218263382.3771","52,925,109 KByte","54195311405.8626","1,445,353 kbit/s","180669104.9300","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:25:00 - 19:30:00","42896.5208333333","114,120,622 KByte","116859517073.2820","3,116,462 kbit/s","389557694.0905","62,731,615 KByte","64237174015.8067","1,713,106 kbit/s","214138189.2653","51,389,007 KByte","52622343057.4753","1,403,356 kbit/s","175419504.8252","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:30:00 - 19:35:00","42896.5243055556","120,539,224 KByte","123432164971.7120","3,291,744 kbit/s","411467981.1044","65,381,675 KByte","66950835668.2120","1,785,475 kbit/s","223184331.1828","55,157,548 KByte","56481329303.5001","1,506,269 kbit/s","188283649.9217","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:35:00 - 19:40:00","42896.5277777778","116,209,994 KByte","118999034214.4952","3,173,519 kbit/s","396689893.3745","62,670,708 KByte","64174804497.5984","1,711,442 kbit/s","213930277.0105","53,539,287 KByte","54824229716.8968","1,462,077 kbit/s","182759616.3641","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:40:00 - 19:45:00","42896.5312500000","112,665,395 KByte","115369364817.1087","3,076,824 kbit/s","384603009.6913","61,321,782 KByte","62793505107.3658","1,674,661 kbit/s","209332616.9529","51,343,613 KByte","52575859709.7429","1,402,163 kbit/s","175270392.7384","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:45:00 - 19:50:00","42896.5347222222","124,179,505 KByte","127159812842.7829","3,391,154 kbit/s","423894302.4294","66,928,781 KByte","68535071930.8276","1,827,724 kbit/s","228465470.8008","57,250,724 KByte","58624740911.9553","1,563,431 kbit/s","195428831.6286","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:50:00 - 19:55:00","42896.5381944444","115,794,902 KByte","118573979807.6783","3,162,289 kbit/s","395286127.9717","62,691,820 KByte","64196423562.4714","1,712,076 kbit/s","214009479.4895","53,103,082 KByte","54377556245.2069","1,450,213 kbit/s","181276648.4822","0 %","0.0000","100 %","0000009999"
"06/10/2017 19:55:00 - 20:00:00","42896.5416666667","123,059,750 KByte","126013183901.7281","3,360,464 kbit/s","420057948.2707","66,510,817 KByte","68107076712.5715","1,816,249 kbit/s","227031156.7471","56,548,933 KByte","57906107189.1566","1,544,214 kbit/s","193026791.5236","0 %","0.0000","100 %","0000010000"
"06/10/2017 20:00:00 - 20:05:00","42896.5451388889","119,649,069 KByte","122520646494.9627","3,267,435 kbit/s","408429383.6088","64,928,456 KByte","66486739323.9935","1,773,098 kbit/s","221637240.2293","54,720,612 KByte","56033907170.9692","1,494,337 kbit/s","186792143.3795","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:05:00 - 20:10:00","42896.5486111111","118,764,042 KByte","121614379335.9083","3,243,266 kbit/s","405408291.6725","64,711,750 KByte","66264831713.4083","1,767,180 kbit/s","220897498.8780","54,052,293 KByte","55349547622.5000","1,476,086 kbit/s","184510792.7945","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:10:00 - 20:15:00","42896.5520833333","128,140,288 KByte","131215654513.9225","3,499,434 kbit/s","437429257.9722","70,187,734 KByte","71872239680.2595","1,916,785 kbit/s","239598092.0767","57,952,554 KByte","59343414833.6630","1,582,649 kbit/s","197831165.8955","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:15:00 - 20:20:00","42896.5555555556","121,627,116 KByte","124546166814.4376","3,321,342 kbit/s","415167728.3057","65,822,537 KByte","67402278128.4285","1,797,454 kbit/s","224681749.8198","55,804,579 KByte","57143888686.0090","1,523,888 kbit/s","190485978.4860","0 %","0.0000","100 %","0000010000"
"06/10/2017 20:20:00 - 20:25:00","42896.5590277778","125,651,495 KByte","128667130735.3654","3,431,581 kbit/s","428947628.8017","67,446,856 KByte","69065580870.6859","1,841,994 kbit/s","230249302.8093","58,204,639 KByte","59601549864.6795","1,589,587 kbit/s","198698325.9924","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:25:00 - 20:30:00","42896.5625000000","116,312,152 KByte","119103644101.7079","3,176,415 kbit/s","397051852.1909","63,783,836 KByte","65314647920.6094","1,741,898 kbit/s","217737266.7954","52,528,317 KByte","53788996181.0985","1,434,517 kbit/s","179314585.3955","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:30:00 - 20:35:00","42896.5659722222","120,983,962 KByte","123887577421.8749","3,304,109 kbit/s","413013659.8942","65,246,071 KByte","66811977131.7085","1,781,890 kbit/s","222736288.6108","55,737,891 KByte","57075600290.1664","1,522,219 kbit/s","190277371.2834","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:35:00 - 20:40:00","42896.5694444444","121,721,980 KByte","124643308028.1362","3,323,932 kbit/s","415491543.1452","66,310,877 KByte","67902337779.3830","1,810,789 kbit/s","226348670.8870","55,411,104 KByte","56740970248.7532","1,513,143 kbit/s","189142872.2583","0 %","0.0000","100 %","0000010000"
"06/10/2017 20:40:00 - 20:45:00","42896.5729166667","119,545,947 KByte","122415049448.2832","3,264,837 kbit/s","408104578.7714","64,990,597 KByte","66550371614.9332","1,774,913 kbit/s","221864153.9370","54,555,349 KByte","55864677833.3499","1,489,923 kbit/s","186240424.8345","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:45:00 - 20:50:00","42896.5763888889","123,139,807 KByte","126095162697.6659","3,362,762 kbit/s","420345232.0077","66,581,454 KByte","68179408476.7785","1,818,239 kbit/s","227279846.9124","56,558,354 KByte","57915754220.8874","1,544,523 kbit/s","193065385.0953","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:50:00 - 20:55:00","42896.5798611111","122,742,716 KByte","125688540904.1044","3,351,918 kbit/s","418989735.6627","65,616,101 KByte","67190887744.2743","1,791,876 kbit/s","223984558.1181","57,126,614 KByte","58497653159.8300","1,560,041 kbit/s","195005177.5446","0 %","0.0000","100 %","0000009999"
"06/10/2017 20:55:00 - 21:00:00","42896.5833333333","122,032,888 KByte","124961677556.3125","3,332,534 kbit/s","416566696.3008","65,253,676 KByte","66819763860.9685","1,781,979 kbit/s","222747396.0296","56,779,213 KByte","58141913695.3441","1,550,554 kbit/s","193819300.2712","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:00:00 - 21:05:00","42896.5868055556","123,765,861 KByte","126736241195.0238","3,379,971 kbit/s","422496386.9554","68,055,744 KByte","69689082142.8435","1,858,561 kbit/s","232320172.4934","55,710,116 KByte","57047159052.1802","1,521,410 kbit/s","190176214.4620","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:05:00 - 21:10:00","42896.5902777778","124,037,799 KByte","127014706672.2968","3,387,285 kbit/s","423410582.9465","68,315,987 KByte","69955570797.8710","1,865,606 kbit/s","233200782.7118","55,721,812 KByte","57059135874.4258","1,521,678 kbit/s","190209800.2348","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:10:00 - 21:15:00","42896.5937500000","128,951,220 KByte","132046049336.6738","3,521,463 kbit/s","440182843.3118","70,643,003 KByte","72338434707.6486","1,929,154 kbit/s","241144191.9716","58,308,217 KByte","59707614629.0252","1,592,309 kbit/s","199038651.3402","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:15:00 - 21:20:00","42896.5972222222","121,703,738 KByte","124624627441.3214","3,323,545 kbit/s","415443121.0125","65,698,171 KByte","67274926870.0802","1,794,118 kbit/s","224264707.2141","56,005,567 KByte","57349700571.2412","1,529,427 kbit/s","191178413.7984","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:20:00 - 21:25:00","42896.6006944444","124,883,534 KByte","127880738325.2764","3,410,380 kbit/s","426297547.5874","67,373,197 KByte","68990153384.2325","1,839,860 kbit/s","229982510.1148","57,510,337 KByte","58890584941.0438","1,570,520 kbit/s","196315037.4726","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:25:00 - 21:30:00","42896.6041666667","125,746,466 KByte","128764381000.2194","3,433,946 kbit/s","429243219.5487","69,225,068 KByte","70886470017.6568","1,890,432 kbit/s","236303986.9913","56,521,397 KByte","57877910982.5626","1,543,514 kbit/s","192939232.5574","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:30:00 - 21:35:00","42896.6076388889","127,287,726 KByte","130342631023.4115","3,476,151 kbit/s","434518888.6336","71,319,667 KByte","73031339426.2452","1,947,697 kbit/s","243462144.3019","55,968,058 KByte","57311291597.1663","1,528,454 kbit/s","191056744.3317","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:35:00 - 21:40:00","42896.6111111111","122,598,057 KByte","125540410266.7750","3,348,079 kbit/s","418509885.2111","68,204,267 KByte","69841169801.2270","1,862,617 kbit/s","232827182.0556","54,393,790 KByte","55699240465.5480","1,485,462 kbit/s","185682703.1555","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:40:00 - 21:45:00","42896.6145833333","119,271,227 KByte","122133736850.1860","3,257,117 kbit/s","407139598.8072","67,774,019 KByte","69400594964.7980","1,850,806 kbit/s","231350739.9320","51,497,209 KByte","52733141885.3880","1,406,311 kbit/s","175788858.8752","0 %","0.0000","100 %","0000009999"
"06/10/2017 21:45:00 - 21:50:00","42896.6180555556","121,201,835 KByte","124110679531.6287","3,309,728 kbit/s","413716055.6406","67,353,583 KByte","68970068536.4527","1,839,263 kbit/s","229907892.0512","53,848,253 KByte","55140610995.1760","1,470,465 kbit/s","183808163.5894","0 %","0.0000","100 %","0000010000"
"06/10/2017 21:50:00 - 21:55:00","42896.6215277778","123,428,559 KByte","126390844327.2989","3,370,535 kbit/s","421316858.3196","68,525,318 KByte","70169925810.7040","1,871,260 kbit/s","233907549.6207","54,903,241 KByte","56220918516.5949","1,499,274 kbit/s","187409308.6989","0 %","0.0000","100 %","0000010000"
